(c) Die Bundeswahlleiterin, Wiesbaden 2025;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);
;
Bundestagswahl 2025;
Vorläufiges Ergebnis;
Nr;Gebiet;gehört zu;Gewählt;Wahlberechtigte;;;;Wählende;;;;Ungültige Stimmen;;;;Gültige Stimmen;;;;Sozialdemokratische Partei Deutschlands;;;;Christlich Demokratische Union Deutschlands;;;;BÜNDNIS 90/DIE GRÜNEN;;;;Freie Demokratische Partei;;;;Alternative für Deutschland;;;;Christlich-Soziale Union in Bayern e.V.;;;;Die Linke;;;;FREIE WÄHLER;;;;PARTEI MENSCH UMWELT TIERSCHUTZ;;;;Basisdemokratische Partei Deutschland;;;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;Die Gerechtigkeitspartei – Team Todenhöfer;;;;Piratenpartei Deutschland;;;;Volt Deutschland;;;;Ökologisch-Demokratische Partei - Die Naturschutzpartei;;;;Südschleswigscher Wählerverband;;;;Partei für Verjüngungsforschung;;;;Partei der Humanisten - Fakten, Freiheit, Fortschritt;;;;Bündnis C - Christen für Deutschland;;;;Bayernpartei;;;;Marxistisch-Leninistische Partei Deutschlands;;;;Menschliche Welt - für das Wohl und Glücklichsein aller;;;;Partei des Fortschritts;;;;Sozialistische Gleichheitspartei, Vierte Internationale;;;;Bürgerrechtsbewegung Solidarität;;;;BÜNDNIS DEUTSCHLAND;;;;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;;;;MERA25 - Gemeinsam für Europäische Unabhängigkeit;;;;WerteUnion;;;;Übrige;;;;
238;Hof;09;Christlich-Soziale Union in Bayern e.V.;157915;162872;157915;162872;129452;125334;129452;125334;790;879;452;775;128662;124455;129000;124559;22966;29763;17420;30426;;;;;6392;7941;7802;9628;3165;6493;4031;10552;30614;14705;31308;14560;51926;51312;48966;41308;5790;2651;6848;3004;6174;7202;4773;7955;;;1173;1780;;1498;382;1339;;1969;439;1268;;;;399;;;;374;997;;547;115;;508;236;318;;;;;;;;164;;;81;106;;314;;255;;;130;295;;;23;16;;;;;;;;;;;;;;;;;638;;219;;;;4622;;;;;;;;;;;99;;697;
239;Kulmbach;09;Christlich-Soziale Union in Bayern e.V.;165446;168923;165446;168923;141537;137178;141537;137178;771;781;462;671;140766;136397;141075;136507;13210;22103;15327;27009;;;;;9232;10165;10176;11966;2838;6480;4550;11399;30698;14416;32988;15774;69446;65163;56803;49389;5361;2448;6210;2982;8744;10430;7184;10420;;;1133;1548;;1748;439;1718;;1954;538;1199;;;;214;;;;429;1237;;719;207;;871;424;605;;;;;;;;203;;;75;82;;;;126;;619;172;446;;;25;27;;;;;;;;;;;;;;;;;;;129;;;;4183;;;;;;;;;;;0;;764;
240;Ansbach;09;Christlich-Soziale Union in Bayern e.V.;240854;243174;240854;243174;203889;192508;203889;192508;1082;1514;707;1022;202807;190994;203182;191486;26716;33819;24614;37642;;;;;18247;21343;19216;22325;5372;13016;6859;16213;43010;18418;43681;19142;84718;73312;75746;63299;9432;3798;10146;4904;10958;16592;9498;14738;;;1676;2218;;5167;806;4052;;;713;1312;;;;408;;2180;;1048;2098;;1162;249;2256;2902;1089;1518;;;;;;;;261;;;152;145;;;;279;;;257;523;;;34;24;;;;;;;;;;;;;;;;;;;188;;;;7345;;;;;;;;;;;447;;1186;
241;Erlangen;09;Christlich-Soziale Union in Bayern e.V.;186493;187299;186493;187299;162266;155377;162266;155377;847;946;467;669;161419;154431;161799;154708;28003;32036;22444;30146;;;;;29337;29923;29142;31222;4761;10382;6888;16062;22637;10669;23505;10872;57972;54223;54595;44664;9115;;11552;5817;7023;7888;4129;7081;;;1170;1370;;2619;496;2084;;2578;703;1210;;;;496;;1259;;676;2571;;1375;529;;2080;557;1077;;;;;;;;153;;;170;220;;;;120;;;137;202;;188;50;31;;;;;;;;;;;;;;;;;;;129;;;;4757;;;;;;;;;;;586;;676;
242;Fürth;09;Christlich-Soziale Union in Bayern e.V.;248261;250730;248261;250730;208331;197939;208331;197939;1181;1438;822;996;207150;196501;207509;196943;36976;47153;29393;42329;;;;;22507;27111;25808;29778;6095;12883;8087;18765;38338;16858;39098;17692;77540;65876;71334;58976;12636;6221;14099;6946;8042;10340;5950;9669;;;1996;2463;;3750;724;3369;;3090;831;1661;;;;711;;;;826;2279;611;1419;464;2737;1685;793;1002;;;;;;;;238;;416;161;291;;;;208;;507;186;443;;;61;43;;;;;;;;;;;;;;;;;;;201;;;;7368;;;;;;;;;;;0;;1069;
243;Nürnberg-Nord;09;–;187178;188283;187178;188283;151378;145212;151378;145212;889;1006;635;726;150489;144206;150743;144486;26739;31616;23568;30232;;;;;32432;32541;29683;34055;4976;10882;6530;14692;18093;8485;18303;8887;45420;41027;41084;34349;14697;7726;19233;8627;2962;4286;1761;3621;;;1291;1662;;2777;414;2310;1597;;748;1462;;;;887;;1849;;784;2243;856;1582;656;984;1813;488;830;;;;;;;;165;;;158;217;;;;118;;;56;125;346;149;83;56;;;;;;;;;;;;;;;;;;;139;;;;5622;;;;;;;;;;;199;;751;
244;Nürnberg-Süd;09;Christlich-Soziale Union in Bayern e.V.;174758;177316;174758;177316;136867;129560;136867;129560;1005;1137;714;847;135862;128423;136153;128713;24212;31098;20814;29195;;;;;14729;15566;15262;17687;3557;8777;4872;11495;27132;13123;26901;12901;48915;44192;43914;38663;10811;5184;11682;4893;3668;5897;2386;4433;;;1507;1846;;2491;422;2279;;;582;1018;;;;1066;;;;741;1870;533;906;353;968;1562;430;710;;;;;;;;189;;;105;139;;;;127;;;87;185;;;68;35;;;;;;;;;;;;;;;;;;;166;;;;6049;;;;;;;;;;;0;;758;
245;Roth;09;Christlich-Soziale Union in Bayern e.V.;227701;229279;227701;229279;197174;189675;197174;189675;990;1392;630;945;196184;188283;196544;188730;25556;31806;26319;38786;;;;;24180;25140;23879;26197;5524;12596;7482;16974;33197;14944;35443;16043;84143;71478;74208;60980;9949;5076;10626;4950;8870;16528;7155;12601;;;1818;2401;;4720;656;3696;;2149;753;1322;;;;541;;1696;;1056;1884;;1082;376;1397;1534;657;866;;;;;;;;264;;;110;131;;;;191;;;187;376;;;27;19;;;;;;;;;;;;;;;;;655;;283;;;;5859;;;;;;;;;;829;616;;960;
246;Aschaffenburg;09;Christlich-Soziale Union in Bayern e.V.;180280;182652;180280;182652;155319;146772;155319;146772;984;1234;742;1052;154335;145538;154577;145720;19006;24893;19697;30232;;;;;18230;19588;17251;20642;5169;11683;6833;16199;28439;13954;29410;13716;67592;59269;58806;45739;7335;3536;9277;4068;4314;5087;3455;5718;;;1509;1917;;2412;405;2112;;2022;641;1138;;;;608;;;;551;1650;;1177;370;1078;1580;492;805;;;;;;;;210;;;111;139;;;;74;572;516;236;413;;157;70;61;;;;;;;;;;;;;;;;;423;;222;;;;4985;;;;;;;;;;527;841;;1008;
247;Bad Kissingen;09;Christlich-Soziale Union in Bayern e.V.;210364;214061;210364;214061;180549;174164;180549;174164;7630;1624;734;1059;172919;172540;179815;173105;25127;32844;17374;30540;;;;;10616;16467;13320;15874;8443;12206;6462;15211;;17130;41399;18434;87357;67458;75099;65063;9962;4475;8239;4820;22295;14102;8052;12639;;;1261;1862;;3783;697;3355;;2438;671;1416;;;;206;;;;558;;;717;236;2239;1266;621;777;;;;;;;;263;;;112;113;;;;143;;;226;476;;;34;20;;;;;;;;;;;;;;;;;6880;;284;;;;5247;;;;;;;;;;;371;;1099;
248;Main-Spessart;09;Christlich-Soziale Union in Bayern e.V.;191994;194408;191994;194408;165485;158133;165485;158133;947;1348;598;1066;164538;156785;164887;157067;25758;33700;20525;32771;;;;;13734;15813;14699;17806;3807;9514;5892;14151;29811;12576;31911;13918;74872;60489;67725;54097;6798;4070;8065;3685;8327;15774;6235;10496;;;1427;2042;;3195;591;2895;;;605;1157;;;;528;;;;487;;;956;322;1431;1414;549;772;;;;;;;;240;;;97;98;;;;129;;;168;379;;;29;31;;;;;;;;;;;;;;;;;;;219;;;;5194;;;;;;;;;;;240;;1063;
249;Schweinfurt;09;Christlich-Soziale Union in Bayern e.V.;194070;196710;194070;196710;163493;157357;163493;157357;1008;1554;656;1005;162485;155803;162837;156352;21832;29037;18705;30482;;;;;12894;14747;14828;17085;3992;12408;5823;15039;33826;15468;34401;15687;70454;63697;64165;54441;7606;6552;8467;4928;7822;7761;6342;9119;;;1369;1817;;2758;682;2470;;;613;1137;;;;510;;;;574;1558;;958;309;1374;1229;561;657;;;;;;;;191;;;111;123;;;;115;930;863;338;523;197;167;56;52;;;;;;;;;;;;;;;;;;;131;;;;5287;;;;;;;;;;;1116;;1093;
250;Würzburg;09;Christlich-Soziale Union in Bayern e.V.;222633;224907;222633;224907;192414;185659;192414;185659;1014;2155;559;957;191400;183504;191855;184702;26348;33125;25877;37079;;;;;36590;36295;31416;35634;8009;19414;8492;19230;24815;;25961;12220;74909;67651;68556;55957;9764;7522;15639;7027;5704;9440;4455;6871;;;1491;2091;2083;4898;851;2310;;;717;1431;;;;433;;;;665;3178;;1922;676;;2501;628;1098;;;;;;;;233;;774;176;307;;;;125;;;161;279;;;29;27;;;;;;;;;;;;;;;;;;;166;;;;5318;;;;;;;;;;;1884;;1009;
251;Augsburg-Stadt;09;–;186447;187164;186447;187164;148106;137597;148106;137597;803;912;547;776;147303;136685;147559;136821;20701;24843;19791;26332;;;;;30321;29348;24311;27142;4138;11579;6076;15265;25488;11739;25826;12120;45744;37239;41917;33772;10969;6716;15568;6532;5462;5420;3359;5329;;;1189;1441;1433;3033;679;2795;;2228;931;1574;;;;712;;;;516;1726;659;1011;562;1078;1515;557;856;;;;;;;;158;;;139;162;;;;102;;569;162;408;243;159;93;92;;;;;;;;;;;;;;;;;;;119;;;;5831;;;;;;;;;;;1638;;951;
252;Augsburg-Land;09;Christlich-Soziale Union in Bayern e.V.;231356;231978;231356;231978;199572;189816;199572;189816;985;1492;640;996;198587;188324;198932;188820;25217;28108;21263;31693;;;;;18277;23359;21838;24561;5509;14379;7946;20767;37562;18069;38629;18010;88361;75875;79039;62299;7841;3531;9555;4042;10256;17269;9325;14931;;;1443;2043;1969;4306;1002;3849;;167;793;1235;;;;562;;;;559;1479;38;777;386;2116;2850;863;1281;;;;;;;;220;;;120;144;;;;177;;76;300;856;;7;42;48;;;;;;;;;;;;;;;;;;;145;;;;5852;;;;;;;;;;;290;;1157;
253;Donau-Ries;09;Christlich-Soziale Union in Bayern e.V.;192384;192451;192384;192451;163307;154277;163307;154277;665;1077;543;805;162642;153200;162764;153472;19718;29501;15226;25344;;;;;9398;10833;11852;14619;3894;9724;6071;15325;34914;15499;36832;16872;73296;62953;67120;54006;5536;2990;6250;2804;9962;14443;10291;14651;;;1215;1463;1411;3802;911;3356;;;527;876;;;;262;;;;612;;;520;201;964;1399;567;859;;;;;;;;183;;;83;78;;;;118;;;221;632;;;20;14;;;;;;;;;;;;;;;;;;;108;;3549;;4950;;;;;;;;;;;2056;;1197;
254;Neu-Ulm;09;Christlich-Soziale Union in Bayern e.V.;215190;214619;215190;214619;178448;166513;178448;166513;1057;1321;660;1009;177391;165192;177788;165504;18762;27471;19104;29232;;;;;14869;18859;15920;18880;5121;12809;7349;19447;41999;19598;41290;19350;75357;61066;65849;51592;8006;3169;9318;4041;6163;11288;6688;11112;3014;3629;1912;2466;1422;3014;738;2778;;;711;1117;;;;880;;1567;;857;1755;859;1026;501;;1455;585;965;;;;;;;;230;264;;149;152;;;;198;;;277;592;;;38;20;;;;;;;;;;;;;;;;;659;;280;;;;6554;;;;;;;;;;;408;;1094;
255;Memmingen – Unterallgäu;09;Christlich-Soziale Union in Bayern e.V.;159352;158711;159352;158711;134549;126025;134549;126025;948;1007;419;637;133601;125018;134130;125388;12674;15977;12136;18633;;;;;10821;13902;11191;13216;3937;9896;5528;14106;30372;14771;31392;14492;58477;46914;52441;40140;6213;2749;5944;2787;11107;12430;7307;12124;;351;1006;1386;;4240;723;3419;;919;548;796;;;;344;;140;;422;;41;537;218;;2306;840;1457;;;;;;;;150;;;90;113;;;;234;;;235;538;;;23;11;;;;;;;;;;;;;;;;;;;126;;;;4063;;;;;;;;;;;382;;802;
256;Oberallgäu;09;Christlich-Soziale Union in Bayern e.V.;227116;228803;227116;228803;191708;181755;191708;181755;999;1617;720;1014;190709;180138;190988;180741;16061;28401;20116;29910;;;;;23667;27817;23602;27393;8116;23604;8216;20953;31804;14473;33444;14350;70228;53566;72528;55017;7461;4911;10016;5043;16474;16181;9775;14970;2980;;1825;1959;;5508;1225;5209;;2269;894;1371;;;;476;;;;515;2205;;1431;357;1559;2233;988;1253;;;;;;;;184;;;110;136;;;;186;;;287;519;;;45;15;;;;;;;;;;;;;;;;;;;206;;;;6280;;;;;;;;;;10154;1175;;925;
257;Ostallgäu;09;Christlich-Soziale Union in Bayern e.V.;161049;160260;161049;160260;136863;128337;136863;128337;937;975;448;643;135926;127362;136415;127694;13576;15108;12772;19969;;;;;14112;15677;13673;16147;3543;9240;5211;13533;26565;11676;27434;11732;61893;51276;54701;41319;6099;4767;6460;3194;10138;11537;7506;11624;;;1010;1365;;4677;754;3706;;1421;671;984;;;;444;;;;533;;;779;219;;1528;629;933;;;;;;;;130;;;95;95;;;;185;;;278;791;;;19;17;;;;;;;;;;;;;;;;;;;145;;;;4278;;;;;;;;;;;455;;774;
09;Bayern;99;;9464900;9517664;9464900;9517664;7997019;7608980;7997019;7608980;48701;55864;25897;37667;7948318;7553116;7971122;7571313;1016849;1316303;920748;1361242;;;;;969643;1023735;957169;1067830;246859;579804;333361;798591;1384089;634098;1515533;679915;3271730;2788048;2963732;2402827;366094;187530;456663;210838;461183;587357;345812;566880;28466;20429;61869;80911;20511;156556;29011;131988;9947;60435;30612;53876;;3096;;24629;;9150;;25865;65991;14028;50636;21434;49234;96378;33328;51124;;;;;;;;8524;614;1434;5530;6689;;466;;5574;5784;36748;12315;32790;888;1258;1663;1251;;;;;;;;;;;;;;416;;;13912;;7476;;19914;;245664;;;;;;;;;;16610;35847;;38535;
;
258;Stuttgart I;08;BÜNDNIS 90/DIE GRÜNEN;188917;191811;188917;191811;162092;157514;162092;157514;912;832;415;676;161180;156682;161677;156838;25231;20012;24194;31003;45652;36605;42315;31536;45668;62594;40810;44559;9327;16504;11751;26036;13843;6295;14422;6591;;;;;14200;6447;17528;8127;1980;1281;878;1088;;1528;828;1271;;1985;307;1821;1570;1684;685;1315;;;;706;;;;594;3426;877;2058;910;;;260;344;;;;;;;;69;;256;;207;;;148;169;;;;;283;125;94;88;;;;;;;;;;;;;;34;;;;;108;;;;5291;;;;;;;;;;;455;;404;
259;Stuttgart II;08;–;174909;178958;174909;178958;139573;133588;139573;133588;1076;1124;631;892;138497;132464;138942;132696;22055;27224;22564;30198;42059;34312;37214;28403;29438;31446;24215;28221;5789;14678;8085;20273;20165;9603;19979;9541;;;;;12414;6294;15095;6739;1789;1833;975;1206;;1763;986;1368;;1778;351;1589;1657;1674;692;1216;;;;1446;;;;571;2200;732;1423;589;;;219;293;;;;;;;;97;;220;;163;;;138;153;;;;;344;189;145;142;;;;;;;;;;;;;;28;;;;;151;;;;6710;;;;;;;;;;587;690;;488;
260;Böblingen;08;Christlich Demokratische Union Deutschlands;243100;245553;243100;245553;204959;195335;204959;195335;1381;1541;942;1221;203578;193794;204017;194114;34197;40844;29381;39955;76031;57504;67755;50675;27409;30211;28451;32594;12438;32184;14312;35082;34826;16175;35769;16810;;;;;9936;4548;12167;5141;6045;4790;2980;3306;;;1372;1767;;2856;456;2593;;1815;778;1447;;;;1267;;;;691;1826;665;1323;654;;783;329;442;;;;;;;;183;;;;197;;;422;471;;;;;280;170;109;97;;;;;;;;;;;;;;;;;;;221;;;;8192;;;;;;;;;;590;1249;;742;
261;Esslingen;08;Christlich Demokratische Union Deutschlands;165367;166628;165367;166628;139385;131888;139385;131888;777;868;583;767;138608;131020;138802;131121;22446;28501;21533;29852;51329;41976;45134;33175;21500;24058;20809;23902;6021;16011;7966;20901;21754;9123;22299;9733;;;;;9177;3477;9942;4063;3479;2844;1877;1969;;;1124;1457;1104;2256;493;1928;;1758;572;1113;;;;943;;;;395;1798;504;1098;366;;;222;329;;;;;;;;161;;306;;186;;;153;185;;;;;;206;83;95;;;;;;;;;;;;;;;;;;;137;;;;5360;;;;;;;;;;;0;;368;
262;Nürtingen;08;Christlich Demokratische Union Deutschlands;203453;205967;203453;205967;173210;165777;173210;165777;1080;1302;780;1207;172130;164475;172430;164570;28298;34617;24364;33995;64951;49506;58091;42826;24794;29619;23392;27702;9105;22765;11503;28807;30578;13597;31029;14327;;;;;9264;3970;9951;4357;5140;3948;2660;2704;;;1466;1898;;3417;697;2773;;2428;769;1442;;;;890;;;;576;;;1180;325;;;314;384;;;;;;;;182;;;;139;;;339;467;;;;;;95;58;55;;;;;;;;;;;;;;;;;;;171;;;;6446;;;;;;;;;;;513;;721;
263;Göppingen;08;Christlich Demokratische Union Deutschlands;174712;177107;174712;177107;143878;135606;143878;135606;1197;1599;839;1183;142681;134007;143039;134423;24232;31824;20544;31422;52945;41558;47870;35079;13239;15932;13447;16916;5839;16481;7925;21723;32263;15818;33279;15412;;;;;6812;2958;7797;3338;4449;4394;2137;2525;;;1228;1660;1653;2839;729;2340;;2033;604;1176;;;;685;;;;504;1072;;674;336;;;257;293;;;;;;;;161;;;;85;;;168;158;;;;;177;170;68;59;;;;;;;;;;;;;;;;;;;175;;;;6137;;;;;;;;;;;0;;551;
264;Waiblingen;08;Christlich Demokratische Union Deutschlands;219692;221775;219692;221775;184963;175841;184963;175841;1227;1434;868;1092;183736;174407;184095;174749;31594;39642;26984;37753;69223;50566;61351;44987;22702;26224;23496;27098;10519;27123;12485;30999;33167;15196;34225;15474;;;;;9725;4464;10731;5001;4714;3280;2350;2452;;;1686;1958;2092;4257;893;3477;;2381;705;1495;;;;768;;;;902;;658;1161;454;;;329;473;;;;;;;;178;;;;166;;;373;402;;;;;;156;79;77;;;;;;;;;;;;;;;;;;;215;;;;7032;;;;;;;;;;;460;;635;
265;Ludwigsburg;08;Christlich Demokratische Union Deutschlands;212479;215312;212479;215312;179564;171843;179564;171843;1138;1300;773;1001;178426;170543;178791;170842;27089;31409;27023;37284;65151;50297;57281;42297;28624;34663;26602;31433;9136;23891;11448;27611;30109;14392;30184;14313;;;;;11130;4886;12277;5275;3164;3803;2114;2765;;;1310;1743;1458;2960;645;2514;;2114;704;1462;;;;1120;;;;615;1765;684;1312;526;800;929;359;554;;;;;;;;136;;;;183;;;228;293;;;;;;;60;82;;;;;;;;;;;;;;;;;;;169;;;;7075;;;;;;;;;;;515;;636;
266;Neckar-Zaber;08;Christlich Demokratische Union Deutschlands;228597;230738;228597;230738;195892;186673;195892;186673;1272;1622;879;1237;194620;185051;195013;185436;29182;41708;28171;41369;76390;56249;64629;46315;22573;29015;23637;29048;7695;22792;12296;30783;37965;18478;39633;18702;;;;;9924;4357;10386;4851;5081;4218;2854;3248;;;1636;2054;2043;3655;1003;3078;;2601;806;1719;;;;809;;;;619;2775;;1471;561;992;1058;459;592;;;;;;;;223;;;;174;;;329;384;;;;;;;82;30;;;;;;;;;;;;;;;;;;;193;;;;7428;;;;;;;;;;;920;;877;
267;Heilbronn;08;Christlich Demokratische Union Deutschlands;238592;240951;238592;240951;194706;182804;194706;182804;1705;1863;1256;1749;193001;180941;193450;181055;29914;43887;27713;40961;67516;50299;56936;43325;16637;23018;18307;23476;9853;24748;12027;29386;48360;23093;49239;23828;;;;;11484;4237;11923;5137;4328;4595;2649;3278;;;1977;2076;1915;3354;1003;2857;;2988;927;2041;;;;1145;;;;606;1997;;1239;529;;;370;527;;;;;;;;250;;497;;272;;;359;437;;;;;313;225;86;106;;;;;;;;;;;;;;;;;684;;304;;;;8391;;;;;;;;;;;0;;818;
268;Schwäbisch Hall – Hohenlohe;08;Christlich Demokratische Union Deutschlands;224446;225874;224446;225874;186104;172687;186104;172687;1415;1561;1092;1457;184689;171126;185012;171230;27498;33568;24445;37272;67217;54894;58817;41947;18528;25825;18083;22734;8307;19941;10582;27850;44361;20579;46423;21787;;;;;8902;4090;9845;4980;4614;3460;2862;2941;;;1524;1977;2067;4923;1115;4005;1718;2425;896;1672;;;;419;;;;608;1477;;1105;453;;1239;460;716;;;;;;;;242;;;;144;;;529;650;;;;;;182;69;67;;;;;;;;;;;;;;;;;;;266;;;;7991;;;;;;;;;;;0;;766;
269;Backnang – Schwäbisch Gmünd;08;Christlich Demokratische Union Deutschlands;175503;177062;175503;177062;146412;136436;146412;136436;1272;1435;727;1012;145140;135001;145685;135424;23853;32904;20169;29341;53070;41176;47465;34991;15498;15587;15531;18579;5844;16198;7846;21397;33945;15802;33898;15979;;;;;7486;3929;8422;3927;3174;3286;1732;2026;;;1243;1646;;3673;566;3114;2040;2308;809;1485;;;;477;;;;576;;;795;271;;;287;338;;;;;;;;178;;;;124;;;348;370;;;;;230;138;62;70;;;;;;;;;;;;;;;;;;;222;;;;6290;;;;;;;;;;;0;;535;
270;Aalen – Heidenheim;08;Christlich Demokratische Union Deutschlands;217828;220686;217828;220686;180562;168655;180562;168655;1738;1722;1009;1410;178824;166933;179553;167245;25137;36501;25288;39468;74007;61832;62269;45852;14872;20364;16827;21226;6425;15708;8745;24562;41336;16988;41365;17937;;;;;8987;3905;9696;4538;4984;4477;2930;3610;;;1362;1770;;4114;581;3375;;2313;701;1469;;;;644;;;;556;1878;542;918;417;;;334;439;;;;;;;;210;;;;141;;;219;274;;;;;;189;68;87;;;;;;;;;;;;;;;;;1198;;339;;;;7911;;;;;;;;;;;0;;670;
271;Karlsruhe-Stadt;08;BÜNDNIS 90/DIE GRÜNEN;202812;205608;202812;205608;168556;159591;168556;159591;1126;1350;712;1123;167430;158241;167844;158468;25553;33630;26164;33828;39599;30921;37646;27998;51305;47473;40424;44011;6399;15793;8657;20615;22985;10811;22677;10774;;;;;13354;7956;18801;8910;2015;1723;993;1438;;;1393;1608;;3152;352;2863;1945;2811;1020;1851;;;;785;;;;622;4020;1547;2745;1313;;605;223;385;;;;;;;;138;;749;;463;;452;269;322;;;;;255;162;95;89;;;;;;;;;;;;;;;;;;;139;;;;6246;;;;;;;;;;;456;;455;
272;Karlsruhe-Land;08;Christlich Demokratische Union Deutschlands;207276;209147;207276;209147;176250;167946;176250;167946;1476;1687;848;1313;174774;166259;175402;166633;26152;37948;26361;38474;68439;50581;58135;42831;22739;27755;23378;26969;7333;19066;9721;24660;32290;14963;33393;15869;;;;;8836;4040;9790;4483;4592;4358;2329;3001;;;1774;2287;;3505;458;2991;2083;2437;889;1478;;;;569;;;;525;2310;;1524;532;;562;255;330;;;;;;;;197;;496;;245;;;408;548;;;;;;;50;26;;;;;;;;;;;;;;;;;;;193;;;;6744;;;;;;;;;;;548;;618;
273;Rastatt;08;Christlich Demokratische Union Deutschlands;200964;204890;200964;204890;163983;155331;163983;155331;1529;1736;1050;1531;162454;153595;162933;153800;24570;34847;23552;36442;63111;50988;54349;41495;18275;19962;17673;21926;5727;17764;8032;21250;36075;16455;36771;16333;;;;;7609;4212;8737;4280;5410;4477;2611;3000;;;1614;2026;1677;3557;713;3272;;;661;1099;;;;453;;;;546;;772;1021;492;;;205;199;;;;;;;;187;;;;132;;;143;101;;;;;;;38;25;;;;;;;;;;;;;;;;;;;194;;;;6619;;;;;;;;;;;561;;542;
274;Heidelberg;08;–;218284;218431;218284;218431;186540;177868;186540;177868;1156;1231;799;1064;185384;176637;185741;176804;29464;35602;31556;40275;54060;42582;48787;36783;51423;53288;40599;45314;6767;15906;10535;23240;22182;10823;22414;10821;;;;;13225;6987;18830;8624;2566;2839;1377;2011;;;1323;1761;;2976;318;2466;2271;2151;913;1470;;;;624;;;;486;3251;1680;2100;1256;;;221;367;;;;;;;;186;;592;;379;;;171;184;;;;;175;141;52;65;;;;;;;;;;;;;;;;;;;157;;;;6388;;;;;;;;;;;1070;;492;
275;Mannheim;08;–;195336;196863;195336;196863;153137;142132;153137;142132;1234;1350;874;1165;151903;140782;152263;140967;34133;37102;27685;35651;37564;27986;35226;25682;27491;31723;24375;29814;6389;14879;7836;18515;27165;13773;26730;12846;;;;;12114;6811;17209;7066;2626;3205;1127;1871;2759;;1754;2178;;2276;322;1845;1441;1933;824;1471;;;;1212;;;;529;;;1485;844;;500;167;241;;;;;;;;216;;;;200;;;169;146;;;;;221;184;82;81;;;;;;;;;;;;;;;;;;;144;;;;7128;;;;;;;;;;;410;;559;
276;Odenwald – Tauber;08;Christlich Demokratische Union Deutschlands;206482;209418;206482;209418;171412;162058;171412;162058;1520;1806;1079;1564;169892;160252;170333;160494;24015;33083;22572;35578;72796;57391;61951;48866;13335;17695;14283;17748;5336;15549;8157;20943;39072;19374;40149;19208;;;;;7689;3722;8330;4084;5757;7329;3245;4701;;;1475;1911;1892;3473;698;2724;;2636;698;1563;;;;345;;;;510;;;778;388;;;437;590;;;;;;;;260;;;;127;;;235;270;;;;;;;31;23;;;;;;;;;;;;;;;;;;;196;;;;7098;;;;;;;;;;;0;;655;
277;Rhein-Neckar;08;–;195506;196882;195506;196882;163944;154085;163944;154085;1465;1588;928;1403;162479;152497;163016;152682;33082;41205;25577;35847;55932;43487;50684;38871;17909;22696;20053;24072;7029;17769;9194;21941;33084;15296;33689;15701;;;;;8276;4006;10194;4320;4754;3979;2214;2620;;;1538;2033;;3238;422;2436;;;740;1362;;;;614;;;;546;2413;;1437;681;;;222;275;;;;;;;;234;;;;134;;;288;363;;;;;;;35;33;;;;;;;;;;;;;;;;;;;180;;;;6549;;;;;;;;;;;821;;599;
278;Bruchsal – Schwetzingen;08;Christlich Demokratische Union Deutschlands;194214;195755;194214;195755;162110;152231;162110;152231;1641;2028;973;1455;160469;150203;161137;150776;26193;32836;23130;34434;57953;44465;51746;38866;17222;22154;17612;20858;6690;17635;8450;21978;35699;17352;36132;17462;;;;;8289;3854;9271;4125;5664;5054;2544;3258;;;2048;2726;;2878;497;2416;;2553;797;1527;;;;680;;;;457;2759;;1258;544;;;218;217;;;;;;;;257;;;;160;;;182;198;;;;;;;35;20;;;;;;;;;;;;;;;;;;;208;;;;7009;;;;;;;;;;;1422;;593;
279;Pforzheim;08;Christlich Demokratische Union Deutschlands;212982;217126;212982;217126;174317;163982;174317;163982;2290;1441;979;1365;172027;162541;173338;162617;36222;33957;22823;34262;63758;46291;52835;39324;;20679;18236;21213;9382;20632;10769;26504;46265;22943;43959;22028;;;;;11022;3772;9320;4342;;4407;1988;2914;;3963;2042;3276;;2555;526;2428;;2270;705;1532;;;;710;;;;561;5378;;1343;617;;;263;318;;;;;;;;206;;;;177;;;589;819;;;;;;;51;62;;;;;;;;;;;;;;;;;;;229;;;;7660;;;;;;;;;;;1072;;1324;
280;Calw;08;Christlich Demokratische Union Deutschlands;197556;199092;197556;199092;163676;152863;163676;152863;1275;1350;868;1275;162401;151513;162808;151588;20936;26111;19865;28571;63396;51208;55072;42841;13187;17712;14354;17301;6842;22685;9667;26770;39321;18668;41608;19473;;;;;6312;2998;7650;3656;5818;4202;2671;3076;2426;2749;1520;2232;;3083;536;2992;;1526;505;1155;;;;529;;;;477;1523;;898;253;;;322;451;;;;;;;;189;;;;116;2021;;1325;795;;;;;;;28;29;;;;;;;;;;;;;;;;;619;;264;;;;6523;;;;;;;;;;;571;;682;
